2506476786 assembled Ga0187774_100667991	2506476786	assembled	Ga0187774_100667991
2506713165 assembled Ga0376959_21856_322_1635	2506713165	assembled	Ga0376959_21856_322_1635
2506713669 assembled Ga0436476_0002170_15837_17504	2506713669	assembled	Ga0436476_0002170_15837_17504
2507146024 assembled Ga0187774_100034897	2507146024	assembled	Ga0187774_100034897
2507147269 assembled Ga0187772_100414852	2507147269	assembled	Ga0187772_100414852
2509037835 assembled Ga0119875_1051892	2509037835	assembled	Ga0119875_1051892
2509039570 assembled Ga0209614_100001968	2509039570	assembled	Ga0209614_100001968
2509663319 assembled Ga0116171_100073438	2509663319	assembled	Ga0116171_100073438
2511672461 assembled Ga0366838_100525016	2511672461	assembled	Ga0366838_100525016
2512008957 assembled Ga0255345_101211311	2512008957	assembled	Ga0255345_101211311
2512783668 assembled Ga0315291_101807672	2512783668	assembled	Ga0315291_101807672
2515107634 assembled Ga0115359_100009032	2515107634	assembled	Ga0115359_100009032
2515300808 assembled Ga0194112_100058669	2515300808	assembled	Ga0194112_100058669
2515321874 assembled Ga0194112_1000153625	2515321874	assembled	Ga0194112_1000153625
2516847065 assembled Ga0485326_002085_13534_14937	2516847065	assembled	Ga0485326_002085_13534_14937
2516847513 assembled Ga0485239_009484_2045_3721	2516847513	assembled	Ga0485239_009484_2045_3721
2517091477 assembled Ga0194111_1000358218	2517091477	assembled	Ga0194111_1000358218
2517129521 assembled Ga0366837_11187362	2517129521	assembled	Ga0366837_11187362
2518744325 assembled Ga0194111_1000278717	2518744325	assembled	Ga0194111_1000278717
2518787893 assembled Ga0302245_100033530	2518787893	assembled	Ga0302245_100033530
2518907621 assembled Ga0334886_10019265	2518907621	assembled	Ga0334886_10019265
2519472088 assembled Ga0115359_100002025	2519472088	assembled	Ga0115359_100002025
2519841469 assembled Ga0376958_10037_684_2168	2519841469	assembled	Ga0376958_10037_684_2168
2519842728 assembled Ga0366837_10039624	2519842728	assembled	Ga0366837_10039624
2520801411 assembled Ga0485169_0105857_363_2048	2520801411	assembled	Ga0485169_0105857_363_2048
2520803234 assembled Ga0485107_481960_32_1408	2520803234	assembled	Ga0485107_481960_32_1408
2522974584 assembled Ga0119875_1017982	2522974584	assembled	Ga0119875_1017982
2524161040 assembled Ga0485107_139596_613_2364	2524161040	assembled	Ga0485107_139596_613_2364
2525334810 assembled Ga0187771_102012051	2525334810	assembled	Ga0187771_102012051
2525335778 assembled Ga0187771_100633482	2525335778	assembled	Ga0187771_100633482
2540563143 assembled Ga0119875_1004448	2540563143	assembled	Ga0119875_1004448
2540643737 assembled Ga0187771_1000055111	2540643737	assembled	Ga0187771_1000055111
2540643958 assembled Ga0187770_100686592	2540643958	assembled	Ga0187770_100686592
2540666849 assembled Ga0334886_100146923	2540666849	assembled	Ga0334886_100146923
2540854716 assembled Ga0436474_0285526_1_1413	2540854716	assembled	Ga0436474_0285526_1_1413
2541176997 assembled Ga0187770_100237094	2541176997	assembled	Ga0187770_100237094
2541177217 assembled Ga0187770_100130842	2541177217	assembled	Ga0187770_100130842
2541183283 assembled Ga0568894_0195734_850_2322	2541183283	assembled	Ga0568894_0195734_850_2322
2545565059 assembled Ga0194110_1000104218	2545565059	assembled	Ga0194110_1000104218
2545716240 assembled Ga0495415_0026930_111_1544	2545716240	assembled	Ga0495415_0026930_111_1544
2545716450 assembled Ga0187769_101949131	2545716450	assembled	Ga0187769_101949131
2547220682 assembled Ga0436474_0178977_193_1896	2547220682	assembled	Ga0436474_0178977_193_1896
2547222750 assembled Ga0436474_0093465_1594_2904	2547222750	assembled	Ga0436474_0093465_1594_2904
2547224520 assembled Ga0436474_0002805_15221_16888	2547224520	assembled	Ga0436474_0002805_15221_16888
2547226403 assembled Ga0436473_0331706_3_1253	2547226403	assembled	Ga0436473_0331706_3_1253
2547228278 assembled Ga0436473_0173756_468_1937	2547228278	assembled	Ga0436473_0173756_468_1937
2547228307 assembled Ga0436473_0000856_27272_28939	2547228307	assembled	Ga0436473_0000856_27272_28939
2547230581 assembled Ga0436472_0148707_1_1545	2547230581	assembled	Ga0436472_0148707_1_1545
2547232394 assembled Ga0436472_0027125_2315_3964	2547232394	assembled	Ga0436472_0027125_2315_3964
2547234354 assembled Ga0436472_0015612_4020_5261	2547234354	assembled	Ga0436472_0015612_4020_5261
2547236440 assembled Ga0436471_0174827_86_1606	2547236440	assembled	Ga0436471_0174827_86_1606
2547238282 assembled Ga0436471_0025574_1358_3052	2547238282	assembled	Ga0436471_0025574_1358_3052
2547240346 assembled Ga0436470_0216877_3_1568	2547240346	assembled	Ga0436470_0216877_3_1568
2547242210 assembled Ga0436470_0014163_2607_4295	2547242210	assembled	Ga0436470_0014163_2607_4295
2547244110 assembled Ga0436470_0011054_2291_3982	2547244110	assembled	Ga0436470_0011054_2291_3982
2547246058 assembled Ga0436470_0009559_5662_7341	2547246058	assembled	Ga0436470_0009559_5662_7341
2547248051 assembled Ga0436470_0000523_26532_28202	2547248051	assembled	Ga0436470_0000523_26532_28202
2547250046 assembled Ga0436468_0195894_133_1425	2547250046	assembled	Ga0436468_0195894_133_1425
2547251873 assembled Ga0436467_0013339_5367_7070	2547251873	assembled	Ga0436467_0013339_5367_7070
2547253828 assembled Ga0436466_0105764_2003_3472	2547253828	assembled	Ga0436466_0105764_2003_3472
2547255661 assembled Ga0436466_0002210_15515_17218	2547255661	assembled	Ga0436466_0002210_15515_17218
2547257503 assembled Ga0436465_0506055_8_1474	2547257503	assembled	Ga0436465_0506055_8_1474
2553937573 assembled Ga0436465_0326713_441_1913	2553937573	assembled	Ga0436465_0326713_441_1913
2555938320 assembled Ga0436465_0087798_33_1577	2555938320	assembled	Ga0436465_0087798_33_1577
2556226606 assembled Ga0366836_10127664	2556226606	assembled	Ga0366836_10127664
2557020099 assembled Ga0119875_10002534	2557020099	assembled	Ga0119875_10002534
2558933934 assembled Ga0485107_022359_7329_9029	2558933934	assembled	Ga0485107_022359_7329_9029
2563557513 assembled Ga0366836_10031034	2563557513	assembled	Ga0366836_10031034
2565995260 assembled Ga0194110_1000059248	2565995260	assembled	Ga0194110_1000059248
2566125579 assembled Ga0074198_100075210	2566125579	assembled	Ga0074198_100075210
2566176306 assembled Ga0376954_00940_466_2169	2566176306	assembled	Ga0376954_00940_466_2169
2568495745 assembled Ga0074198_100062314	2568495745	assembled	Ga0074198_100062314
2574178758 assembled Ga0187769_101482801	2574178758	assembled	Ga0187769_101482801
2574441742 assembled Ga0436465_0063024_854_2563	2574441742	assembled	Ga0436465_0063024_854_2563
2574443412 assembled Ga0485107_001794_32663_34324	2574443412	assembled	Ga0485107_001794_32663_34324
2578262050 assembled Ga0119857_100011421	2578262050	assembled	Ga0119857_100011421
2579682448 assembled Ga0187769_100039784	2579682448	assembled	Ga0187769_100039784
2579682478 assembled Ga0187766_100287311	2579682478	assembled	Ga0187766_100287311
2583185460 assembled Ga0436464_0396064_1_1293	2583185460	assembled	Ga0436464_0396064_1_1293
2583187982 assembled Ga0485106_0005_1401_3080	2583187982	assembled	Ga0485106_0005_1401_3080
2585047995 assembled Ga0484980_0168591_3_1232	2585047995	assembled	Ga0484980_0168591_3_1232
2585185374 assembled Ga0334886_100145920	2585185374	assembled	Ga0334886_100145920
2585428958 assembled Ga0376953_01907_153_1856	2585428958	assembled	Ga0376953_01907_153_1856
2585428959 assembled Ga0366836_100140829	2585428959	assembled	Ga0366836_100140829
2585580722 assembled Ga0194061_10499141	2585580722	assembled	Ga0194061_10499141
2585583744 assembled Ga0134312_1010544	2585583744	assembled	Ga0134312_1010544
2585585594 assembled Ga0255345_100360114	2585585594	assembled	Ga0255345_100360114
2585775096 assembled Ga0194054_100267863	2585775096	assembled	Ga0194054_100267863
2588343703 assembled Ga0334886_100098835	2588343703	assembled	Ga0334886_100098835
2588345635 assembled Ga0116171_100032707	2588345635	assembled	Ga0116171_100032707
2595008438 assembled Ga0376952_049983_3_1361	2595008438	assembled	Ga0376952_049983_3_1361
2595008996 assembled Ga0366836_100072916	2595008996	assembled	Ga0366836_100072916
2595158117 assembled Ga0484980_0156996_1_1245	2595158117	assembled	Ga0484980_0156996_1_1245
2595158363 assembled Ga0302244_10208692	2595158363	assembled	Ga0302244_10208692
2595203960 assembled Ga0436464_0024010_1488_3191	2595203960	assembled	Ga0436464_0024010_1488_3191
2595205126 assembled Ga0436463_0261946_77_1780	2595205126	assembled	Ga0436463_0261946_77_1780
2596272630 assembled Ga0376952_021186_1_1500	2596272630	assembled	Ga0376952_021186_1_1500
2596415081 assembled Ga0116171_1000247011	2596415081	assembled	Ga0116171_1000247011
2596655349 assembled Ga0376951_01029_3352_5055	2596655349	assembled	Ga0376951_01029_3352_5055
2599759073 assembled Ga0119855_03461_66_1718	2599759073	assembled	Ga0119855_03461_66_1718
2600304231 assembled Ga0255345_100133228	2600304231	assembled	Ga0255345_100133228
2603669841 assembled Ga0436463_0087486_453_2162	2603669841	assembled	Ga0436463_0087486_453_2162
2603673857 assembled Ga0187765_100877931	2603673857	assembled	Ga0187765_100877931
2606025124 assembled Ga0115358_101850071	2606025124	assembled	Ga0115358_101850071
2606038831 assembled Ga0116170_100788791	2606038831	assembled	Ga0116170_100788791
2608651552 assembled Ga0187765_100592971	2608651552	assembled	Ga0187765_100592971
2608651795 assembled Ga0187765_100001361	2608651795	assembled	Ga0187765_100001361
2609087587 assembled Ga0334886_100071818	2609087587	assembled	Ga0334886_100071818
2609292883 assembled Ga0185307_10238841	2609292883	assembled	Ga0185307_10238841
2617404690 assembled Ga0376531_012325_2748_4409	2617404690	assembled	Ga0376531_012325_2748_4409
2617405898 assembled Ga0376531_008931_3803_5524	2617405898	assembled	Ga0376531_008931_3803_5524
2617408174 assembled Ga0334886_10003844	2617408174	assembled	Ga0334886_10003844
2617409716 assembled Ga0436463_0000414_3188_4891	2617409716	assembled	Ga0436463_0000414_3188_4891
2617411573 assembled Ga0436461_0098040_70_1368	2617411573	assembled	Ga0436461_0098040_70_1368
2618674640 assembled Ga0194054_100060065	2618674640	assembled	Ga0194054_100060065
2618697766 assembled Ga0484980_0021467_2_1387	2618697766	assembled	Ga0484980_0021467_2_1387
2619727279 assembled Ga0255345_100116527	2619727279	assembled	Ga0255345_100116527
2619730631 assembled Ga0194054_100003998	2619730631	assembled	Ga0194054_100003998
2619731915 assembled Ga0185143_1149471	2619731915	assembled	Ga0185143_1149471
2620312814 assembled Ga0436461_0066160_283_1647	2620312814	assembled	Ga0436461_0066160_283_1647
2620314269 assembled Ga0436461_0026597_173_1840	2620314269	assembled	Ga0436461_0026597_173_1840
2620316564 assembled Ga0436461_0023316_176_1867	2620316564	assembled	Ga0436461_0023316_176_1867
2620343950 assembled Ga0082037_10046703	2620343950	assembled	Ga0082037_10046703
2620347068 assembled Ga0082037_10040224	2620347068	assembled	Ga0082037_10040224
2620724515 assembled Ga0527662_002379_3493_5208	2620724515	assembled	Ga0527662_002379_3493_5208
2620726412 assembled Ga0436460_0039151_530_1768	2620726412	assembled	Ga0436460_0039151_530_1768
2622827009 assembled Ga0484974_0244234_2_1222	2622827009	assembled	Ga0484974_0244234_2_1222
2622828393 assembled Ga0315291_101609871	2622828393	assembled	Ga0315291_101609871
2622828790 assembled Ga0436460_0000191_1933_3636	2622828790	assembled	Ga0436460_0000191_1933_3636
2622829977 assembled Ga0436459_0079112_468_1802	2622829977	assembled	Ga0436459_0079112_468_1802
2622831177 assembled Ga0436459_0054066_229_1935	2622831177	assembled	Ga0436459_0054066_229_1935
2622833132 assembled Ga0436459_0033350_40_1728	2622833132	assembled	Ga0436459_0033350_40_1728
2622834755 assembled Ga0436459_0013520_3_1379	2622834755	assembled	Ga0436459_0013520_3_1379
2623379563 assembled Ga0255345_100035042	2623379563	assembled	Ga0255345_100035042
2623483446 assembled Ga0366835_10387064	2623483446	assembled	Ga0366835_10387064
2624263781 assembled Ga0255344_10819331	2624263781	assembled	Ga0255344_10819331
2624266121 assembled Ga0194053_100805341	2624266121	assembled	Ga0194053_100805341
2624267252 assembled Ga0183122_1104482	2624267252	assembled	Ga0183122_1104482
2624813532 assembled Ga0183122_1022094	2624813532	assembled	Ga0183122_1022094
2626623751 assembled Ga0072683_1056549	2626623751	assembled	Ga0072683_1056549
2626669793 assembled Ga0436459_0013273_2286_3884	2626669793	assembled	Ga0436459_0013273_2286_3884
2626681202 assembled Ga0376531_000402_11653_13374	2626681202	assembled	Ga0376531_000402_11653_13374
2626724994 assembled Ga0376531_000012_233561_235279	2626724994	assembled	Ga0376531_000012_233561_235279
2627932460 assembled Ga0484974_0222076_2_1276	2627932460	assembled	Ga0484974_0222076_2_1276
2627935912 assembled Ga0119855_00286_21740_23392	2627935912	assembled	Ga0119855_00286_21740_23392
2627951869 assembled Ga0119855_00177_2671_4326	2627951869	assembled	Ga0119855_00177_2671_4326
2628285256 assembled Ga0116170_100754341	2628285256	assembled	Ga0116170_100754341
2628409511 assembled Ga0119855_00144_13843_15555	2628409511	assembled	Ga0119855_00144_13843_15555
2628827822 assembled Ga0119855_00125_10768_12420	2628827822	assembled	Ga0119855_00125_10768_12420
2629255934 assembled Ga0119852_05064_1_1653	2629255934	assembled	Ga0119852_05064_1_1653
2629267309 assembled Ga0119852_01147_6068_7720	2629267309	assembled	Ga0119852_01147_6068_7720
2629622941 assembled Ga0436458_0043212_19_1587	2629622941	assembled	Ga0436458_0043212_19_1587
2629896117 assembled Ga0366835_10155108	2629896117	assembled	Ga0366835_10155108
2629896152 assembled Ga0484974_0195962_117_1352	2629896152	assembled	Ga0484974_0195962_117_1352
2630383136 assembled Ga0116170_100666081	2630383136	assembled	Ga0116170_100666081
2630860240 assembled Ga0119852_00909_6176_7831	2630860240	assembled	Ga0119852_00909_6176_7831
2631417418 assembled Ga0484974_0122834_3_1403	2631417418	assembled	Ga0484974_0122834_3_1403
2631418668 assembled Ga0484974_0073534_368_2074	2631418668	assembled	Ga0484974_0073534_368_2074
2632753436 assembled Ga0119852_00793_10831_12510	2632753436	assembled	Ga0119852_00793_10831_12510
2632831098 assembled Ga0119852_00537_8231_9943	2632831098	assembled	Ga0119852_00537_8231_9943
2633008768 assembled Ga0119852_00233_3969_5621	2633008768	assembled	Ga0119852_00233_3969_5621
2633310910 assembled Ga0116170_100473043	2633310910	assembled	Ga0116170_100473043
2633683538 assembled Ga0119763_105428265	2633683538	assembled	Ga0119763_105428265
2633986085 assembled Ga0115358_100115172	2633986085	assembled	Ga0115358_100115172
2635085826 assembled Ga0495688_00235_5083_6618	2635085826	assembled	Ga0495688_00235_5083_6618
2635680402 assembled Ga0118738_1000129	2635680402	assembled	Ga0118738_1000129
2637278675 assembled Ga0116170_100293875	2637278675	assembled	Ga0116170_100293875
2637993207 assembled Ga0484974_0049376_77_1741	2637993207	assembled	Ga0484974_0049376_77_1741
2637993348 assembled Ga0484974_0007304_272_1960	2637993348	assembled	Ga0484974_0007304_272_1960
2637997272 assembled Ga0334886_100017078	2637997272	assembled	Ga0334886_100017078
2638497907 assembled Ga0118738_10001217	2638497907	assembled	Ga0118738_10001217
2640349532 assembled Ga0484974_0001723_3985_5652	2640349532	assembled	Ga0484974_0001723_3985_5652
2640349568 assembled Ga0366835_10139184	2640349568	assembled	Ga0366835_10139184
2641565974 assembled Ga0118737_10013492	2641565974	assembled	Ga0118737_10013492
2641585854 assembled Ga0115358_100028062	2641585854	assembled	Ga0115358_100028062
2642594126 assembled Ga0115358_100002173	2642594126	assembled	Ga0115358_100002173
2642603378 assembled Ga0115358_100001405	2642603378	assembled	Ga0115358_100001405
2642678063 assembled Ga0115028_100804381	2642678063	assembled	Ga0115028_100804381
2642842824 assembled Ga0082037_10028414	2642842824	assembled	Ga0082037_10028414
2643318442 assembled Ga0376529_000916_8613_10334	2643318442	assembled	Ga0376529_000916_8613_10334
2643439927 assembled Ga0183122_10076725	2643439927	assembled	Ga0183122_10076725
2643649646 assembled Ga0116170_100235804	2643649646	assembled	Ga0116170_100235804
2645886682 assembled Ga0118737_10009953	2645886682	assembled	Ga0118737_10009953
2647505364 assembled Ga0484973_0018875_191_1543	2647505364	assembled	Ga0484973_0018875_191_1543
2647505555 assembled Ga0484966_0006803_2837_4537	2647505555	assembled	Ga0484966_0006803_2837_4537
2648353763 assembled Ga0082037_10024555	2648353763	assembled	Ga0082037_10024555
2648889517 assembled Ga0116170_100071416	2648889517	assembled	Ga0116170_100071416
2649849850 assembled Ga0118736_100099221	2649849850	assembled	Ga0118736_100099221
2651204867 assembled Ga0118735_100062113	2651204867	assembled	Ga0118735_100062113
2652128968 assembled Ga0376527_000490_11659_13380	2652128968	assembled	Ga0376527_000490_11659_13380
2653038558 assembled Ga0116170_100020168	2653038558	assembled	Ga0116170_100020168
2653165325 assembled Ga0118735_100060872	2653165325	assembled	Ga0118735_100060872
2653178725 assembled Ga0118674_10054334	2653178725	assembled	Ga0118674_10054334
2654474365 assembled Ga0334886_1000065152	2654474365	assembled	Ga0334886_1000065152
2654474400 assembled Ga0484856_0027103_2952_4211	2654474400	assembled	Ga0484856_0027103_2952_4211
2655683669 assembled Ga0436458_0006911_1_1410	2655683669	assembled	Ga0436458_0006911_1_1410
2655684357 assembled Ga0436458_0004055_1634_3322	2655684357	assembled	Ga0436458_0004055_1634_3322
2657040124 assembled Ga0315291_101559371	2657040124	assembled	Ga0315291_101559371
2657041193 assembled Ga0436354_071409_4886_6544	2657041193	assembled	Ga0436354_071409_4886_6544
2657618189 assembled Ga0118674_10043925	2657618189	assembled	Ga0118674_10043925
2657909621 assembled Ga0118674_10029841	2657909621	assembled	Ga0118674_10029841
2658339433 assembled Ga0183101_10049877	2658339433	assembled	Ga0183101_10049877
2658340567 assembled Ga0527654_000183_11169_12821	2658340567	assembled	Ga0527654_000183_11169_12821
2658350485 assembled Ga0115028_100197042	2658350485	assembled	Ga0115028_100197042
2658380899 assembled Ga0082037_10014188	2658380899	assembled	Ga0082037_10014188
2658929274 assembled Ga0118674_10017973	2658929274	assembled	Ga0118674_10017973
2659090286 assembled Ga0118674_10014179	2659090286	assembled	Ga0118674_10014179
2659153608 assembled Ga0118674_10006668	2659153608	assembled	Ga0118674_10006668
2659644190 assembled Ga0118674_100027513	2659644190	assembled	Ga0118674_100027513
2660730336 assembled Ga0118673_10451111	2660730336	assembled	Ga0118673_10451111
2660839151 assembled Ga0118673_10025956	2660839151	assembled	Ga0118673_10025956
2661607799 assembled Ga0118673_100127916	2661607799	assembled	Ga0118673_100127916
2661858940 assembled Ga0366835_100911310	2661858940	assembled	Ga0366835_100911310
2662369586 assembled Ga0118673_10010106	2662369586	assembled	Ga0118673_10010106
2662528551 assembled Ga0118673_100028537	2662528551	assembled	Ga0118673_100028537
2663207160 assembled Ga0118672_10075881	2663207160	assembled	Ga0118672_10075881
2663790406 assembled Ga0118672_10036837	2663790406	assembled	Ga0118672_10036837
2663956643 assembled Ga0118672_10030346	2663956643	assembled	Ga0118672_10030346
2664791549 assembled Ga0118672_100102316	2664791549	assembled	Ga0118672_100102316
2664895755 assembled Ga0118672_10002136	2664895755	assembled	Ga0118672_10002136
2664954646 assembled Ga0118672_100015541	2664954646	assembled	Ga0118672_100015541
2666969961 assembled Ga0118671_10060581	2666969961	assembled	Ga0118671_10060581
2667218269 assembled Ga0118671_10041912	2667218269	assembled	Ga0118671_10041912
2667341392 assembled Ga0118671_10030906	2667341392	assembled	Ga0118671_10030906
2667595134 assembled Ga0183101_1000285115	2667595134	assembled	Ga0183101_1000285115
2667596353 assembled Ga0183101_100021919	2667596353	assembled	Ga0183101_100021919
2667599929 assembled Ga0183100_10193611	2667599929	assembled	Ga0183100_10193611
2667601122 assembled Ga0183100_10075491	2667601122	assembled	Ga0183100_10075491
2667616497 assembled Ga0494804_0028138_341_1972	2667616497	assembled	Ga0494804_0028138_341_1972
2667992784 assembled Ga0494804_0013384_1480_2745	2667992784	assembled	Ga0494804_0013384_1480_2745
2667994769 assembled Ga0334885_10535411	2667994769	assembled	Ga0334885_10535411
2667997408 assembled Ga0435845_002470_2737_4389	2667997408	assembled	Ga0435845_002470_2737_4389
2668813767 assembled Ga0118671_100145811	2668813767	assembled	Ga0118671_100145811
2669065552 assembled Ga0118671_10003116	2669065552	assembled	Ga0118671_10003116
2669350298 assembled Ga0118671_100021237	2669350298	assembled	Ga0118671_100021237
2670083230 assembled Ga0117941_10345941	2670083230	assembled	Ga0117941_10345941
2670096221 assembled Ga0117941_10275781	2670096221	assembled	Ga0117941_10275781
2670178459 assembled Ga0117941_10099653	2670178459	assembled	Ga0117941_10099653
2670309766 assembled Ga0117941_10085461	2670309766	assembled	Ga0117941_10085461
2670416615 assembled Ga0117941_10020866	2670416615	assembled	Ga0117941_10020866
2670446790 assembled Ga0117941_10013286	2670446790	assembled	Ga0117941_10013286
2670595231 assembled Ga0117939_1033392	2670595231	assembled	Ga0117939_1033392
2670810254 assembled Ga0117939_1021811	2670810254	assembled	Ga0117939_1021811
2670891395 assembled Ga0117939_1019804	2670891395	assembled	Ga0117939_1019804
2671709752 assembled Ga0498940_0000046_45777_47486	2671709752	assembled	Ga0498940_0000046_45777_47486
2671711450 assembled Ga0376526_043310_1_1344	2671711450	assembled	Ga0376526_043310_1_1344
2671713306 assembled Ga0376526_021222_15_1241	2671713306	assembled	Ga0376526_021222_15_1241
2671948653 assembled Ga0117939_1010557	2671948653	assembled	Ga0117939_1010557
2672400430 assembled Ga0117939_1010542	2672400430	assembled	Ga0117939_1010542
2674131331 assembled Ga0117939_100009619	2674131331	assembled	Ga0117939_100009619
2675960322 assembled Ga0528638_006957_3347_4999	2675960322	assembled	Ga0528638_006957_3347_4999
2675978833 assembled EMG_100763784	2675978833	assembled	EMG_100763784
2675981406 assembled Ga0074305_1257140	2675981406	assembled	Ga0074305_1257140
2676997124 assembled Ga0116170_1000108117	2676997124	assembled	Ga0116170_1000108117
2682306151 assembled Ga0484856_0005392_4769_6475	2682306151	assembled	Ga0484856_0005392_4769_6475
2682306428 assembled Ga0302244_10189622	2682306428	assembled	Ga0302244_10189622
2682494561 assembled Ga0526684_0058753_497_2062	2682494561	assembled	Ga0526684_0058753_497_2062
2682498785 assembled Ga0115026_100498641	2682498785	assembled	Ga0115026_100498641
2682575398 assembled B3_v_00488810	2682575398	assembled	B3_v_00488810
