Gene ID
3300036877 assembled Ga0334795_017969_1566_3218
3300036878 assembled Ga0334796_012705_2532_4088
3300036878 assembled Ga0334796_013789_2_1420
3300038452 assembled Ga0334797_005631_2508_4184
3300036787 assembled Ga0334798_000033_150145_151821
3300036879 assembled Ga0334800_068796_169_1374
3300036880 assembled Ga0334801_005895_3061_4737
3300036880 assembled Ga0334801_062888_336_1616
3300036881 assembled Ga0334802_013757_3028_4608
3300037084 assembled Ga0334808_003758_4991_6667
3300037085 assembled Ga0334809_001426_3896_5572
3300037085 assembled Ga0334809_020051_178_1725
3300037086 assembled Ga0334812_059370_142_1533
3300036884 assembled Ga0334813_014151_1253_2905
3300036884 assembled Ga0334813_055366_1_1422
3300037087 assembled Ga0334814_006302_4178_5854
3300037089 assembled Ga0334820_000230_28870_30558
3300033798 assembled Ga0334821_002129_3134_4585
3300034070 assembled Ga0334822_013512_168_1847
3300036885 assembled Ga0334823_000733_9413_11098
3300036885 assembled Ga0334823_027831_44_1495
3300036885 assembled Ga0334823_028592_708_2159
3300036885 assembled Ga0334823_045767_2_1300
3300037090 assembled Ga0334824_011025_1086_2762
3300037090 assembled Ga0334824_014620_1336_2988
3300036886 assembled Ga0334826_000415_18618_20303
3300036887 assembled Ga0334829_004916_3287_4963
3300036888 assembled Ga0334830_000431_10751_12403
3300036888 assembled Ga0334830_014672_2_1582
3300036889 assembled Ga0334831_000746_16688_18364
3300036889 assembled Ga0334831_002569_5551_7203
3300037092 assembled Ga0334832_010437_1010_2686
3300037092 assembled Ga0334832_018210_106_1782
3300037094 assembled Ga0334836_018408_1573_3249
3300036895 assembled Ga0334838_009389_1299_2975
3300036930 assembled Ga0334841_036864_200_1915
3300036930 assembled Ga0334841_046627_624_2276
3300036930 assembled Ga0334841_096425_1_1263
3300037095 assembled Ga0334842_000893_38246_39922
3300036931 assembled Ga0334845_0000180_14198_15913
3300036931 assembled Ga0334845_0001048_5487_7139
3300036931 assembled Ga0334845_0002730_3950_5626
3300036931 assembled Ga0334845_0096626_9_1646
3300036931 assembled Ga0334845_0099721_17_1384
3300036931 assembled Ga0334845_0101537_359_1594
3300036931 assembled Ga0334845_0117853_3_1439
3300037049 assembled Ga0334846_004379_2167_3843
3300037049 assembled Ga0334846_025464_490_2286
3300033827 assembled Ga0334848_005586_1761_3212
3300036932 assembled Ga0334849_000046_5696_7372
3300036932 assembled Ga0334849_013635_15_1466
3300036932 assembled Ga0334849_043970_363_2042
3300036932 assembled Ga0334849_083838_15_1364
3300036933 assembled Ga0334864_044614_16_1668
3300036906 assembled Ga0334865_000074_102565_104241
3300036906 assembled Ga0334865_012154_1806_3458
3300037060 assembled Ga0334867_013987_3_1454
3300036907 assembled Ga0334868_006580_4316_5968
3300036907 assembled Ga0334868_007277_830_2506
3300036908 assembled Ga0334869_010500_1297_2973
3300036908 assembled Ga0334869_036399_559_2274
3300037061 assembled Ga0334870_013865_1446_2990
3300037061 assembled Ga0334870_057933_26_1282
3300050010 assembled Ga0334871_001651_1016_2668
3300036909 assembled Ga0334872_006838_2_1333
3300036909 assembled Ga0334872_022590_1497_3212
