Gene ID
3300006094 assembled Ga0082037_1000010106
3300006094 assembled Ga0082037_100003775
3300006094 assembled Ga0082037_100006229
3300006094 assembled Ga0082037_100028522
3300006094 assembled Ga0082037_10014188
3300006094 assembled Ga0082037_10024555
3300006094 assembled Ga0082037_10028414
3300006094 assembled Ga0082037_10040224
3300006094 assembled Ga0082037_10046703
3300006096 assembled Ga0082038_10017210
3300006097 assembled Ga0082039_10000163
3300006097 assembled Ga0082039_10099301
3300006097 assembled Ga0082039_10128501
3300006225 assembled Ga0082206_1008476
3300006045 assembled Ga0082212_1000033150
3300006045 assembled Ga0082212_1000068811
3300006045 assembled Ga0082212_100016869
3300006045 assembled Ga0082212_100339823
3300006055 assembled Ga0097691_100123423
3300006226 assembled Ga0099364_10000002447
3300006226 assembled Ga0099364_1000682215
3300006226 assembled Ga0099364_100150841
3300006226 assembled Ga0099364_100675444
3300006226 assembled Ga0099364_100794533
3300006226 assembled Ga0099364_100836781
3300006226 assembled Ga0099364_101721861
3300006435 assembled Ga0099706_1009174
3300006418 assembled Ga0099962_10640219
3300006418 assembled Ga0099962_10640319
3300006418 assembled Ga0099962_10640419
3300006433 assembled Ga0100129_1015093
3300006434 assembled Ga0100130_1032721
3300006434 assembled Ga0100130_1054241
3300006447 assembled Ga0100194_12221323
3300006446 assembled Ga0100195_1157042
3300006446 assembled Ga0100195_1157082
3300006439 assembled Ga0100196_1002174
3300006483 assembled Ga0100240_11429312
3300006483 assembled Ga0100240_1142951
3300006483 assembled Ga0100240_11509445
3300006483 assembled Ga0100240_1175877
3300006483 assembled Ga0100240_11758815
3300006483 assembled Ga0100240_1187333
3300006483 assembled Ga0100240_1187352
3300006470 assembled Ga0100241_10847374
3300006470 assembled Ga0100241_10857027
3300006482 assembled Ga0100242_1144322
3300006482 assembled Ga0100242_1144332
3300006482 assembled Ga0100242_1144352
3300006482 assembled Ga0100242_1144382
3300006482 assembled Ga0100242_1144391
3300006482 assembled Ga0100242_11467542
3300006517 assembled Ga0100964_1019996
3300006517 assembled Ga0100964_1073372
3300006517 assembled Ga0100964_1099133
3300006517 assembled Ga0100964_1174031
3300006517 assembled Ga0100964_12057969
3300006650 assembled Ga0101722_1043392
3300006671 assembled Ga0101734_1072881
3300006671 assembled Ga0101734_1087611
3300006669 assembled Ga0101735_1002074
3300006669 assembled Ga0101735_1081201
3300006670 assembled Ga0101737_1036491
3300006670 assembled Ga0101737_1041862
3300006661 assembled Ga0101750_1025241
3300006667 assembled Ga0101751_1046741
3300006665 assembled Ga0101753_1038061
3300006660 assembled Ga0101754_1041541
3300006883 assembled Ga0102488_1003001
3300006873 assembled Ga0102490_1008094
3300006886 assembled Ga0102494_1002601
3300006886 assembled Ga0102494_1013032
3300006885 assembled Ga0102512_100022130
3300006885 assembled Ga0102512_10004546
3300006885 assembled Ga0102512_1058421
3300006896 assembled Ga0102513_1041672
3300006892 assembled Ga0102514_10003030
3300006892 assembled Ga0102514_10016918
3300006892 assembled Ga0102514_1017685
3300006895 assembled Ga0102515_10004230
3300006895 assembled Ga0102515_1007718
3300006895 assembled Ga0102515_1012952
3300006961 assembled Ga0102600_1009783
3300007017 assembled Ga0102602_1007995
3300007017 assembled Ga0102602_1040152
3300007017 assembled Ga0102602_1048051
3300007018 assembled Ga0102603_1051221
3300006997 assembled Ga0102606_1003045
3300006997 assembled Ga0102606_1030082
3300007036 assembled Ga0102617_1007665
3300009091 assembled Ga0102851_102007261
3300007635 assembled Ga0102925_100021510
3300007535 assembled Ga0102926_10001129
3300007723 assembled Ga0102928_10964761
3300007712 assembled Ga0102929_10224072
3300007984 assembled Ga0102931_10319812
3300007536 assembled Ga0102943_10214341
3300007533 assembled Ga0102944_10711571
3300007210 assembled Ga0103359_1132182
3300007296 assembled Ga0104830_10003278
3300009146 assembled Ga0105091_100027571
3300009157 assembled Ga0105092_100838171
3300009153 assembled Ga0105094_100203072
3300009053 assembled Ga0105095_100037148
3300009169 assembled Ga0105097_100172865
3300009082 assembled Ga0105099_100291992
3300009082 assembled Ga0105099_101244141
3300009166 assembled Ga0105100_100162271
3300009166 assembled Ga0105100_100247345
3300009166 assembled Ga0105100_101493201
3300009171 assembled Ga0105101_100077635
3300009165 assembled Ga0105102_100560662
3300009085 assembled Ga0105103_1000090612
3300009085 assembled Ga0105103_1000246211
3300009085 assembled Ga0105103_100056427
3300009085 assembled Ga0105103_100108244
3300009085 assembled Ga0105103_100935862
3300009168 assembled Ga0105104_100875651
3300009168 assembled Ga0105104_101061331
3300009168 assembled Ga0105104_101500271
3300009087 assembled Ga0105107_100140735
3300009087 assembled Ga0105107_102637901
3300009039 assembled Ga0105152_100029366
3300009039 assembled Ga0105152_100072104
3300009039 assembled Ga0105152_100665431
3300009039 assembled Ga0105152_100767061
3300009591 assembled Ga0105155_10201152
3300008000 assembled Ga0105162_10011546
3300008000 assembled Ga0105162_10065323
3300007999 assembled Ga0105163_10007778
