taxon_oid
3300005472
3300000558
3300005573
3300005697
3300001580
3300006447
3300005326
3300005573
3300003535
3300006670
3300001674
3300005259
3300005259
3300006418
3300002596
3300005263
3300003858
3300001862
3300006483
3300006094
3300006097
3300006224
3300001605
3300005373
3300006885
3300002701
3300005917
3300006517
3300005095
3300005071
3300006482
3300005882
3300001580
3300005326
3300006064
3300006650
3300006483
3300005325
3300006669
3300001567
3300001567
3300005323
3300004066
3300000032
3300002694
3300005263
3300001592
3300005667
3300004628
3300005403
3300000507
3300001580
3300000568
3300002701
3300004775
3300006033
3300005800
3300006634
2156126002
3300004024
3300005323
3300005860
3300001598
3300004063
3300006864
3300006482
3300001759
3300001598
3300004282
3300003852
3300001580
3300003535
3300005326
3300005325
3300005323
3300005373
3300002079
3300005645
3300006470
3300006886
3300002733
3300005201
3300002130
3300002857
3300000507
3300005219
3300005083
3300001863
3300004776
3300006517
3300002837
3300005201
3300005326
3300000283
3300006094
3300005101
3300001594
3300002898
3300002733
3300001567
3300006482
3300006895
3300005723
3300002703
3300005373
3300004628
3300006226
3300005730
3300005917
3300002733
3300005939
3300005323
3300005326
3300006619
3300005323
3300005144
3300002733
3300006094
3300005665
3300006094
3300005098
3300005405
3300004628
3300006094
3300005723
3300005443
3300001528
3300001580
3300003861
3300002703
3300002898
3300005323
3300001580
3300005144
3300005259
3300006439
3300006418
3300006226
3300005573
3300003861
3300006434
3300005144
2199352030
3300001567
3300005325
3300006435
3300005079
2156126002
3300005083
3300005860
3300002596
3300005665
3300005081
3300006665
3300005325
3300001567
3300001594
3300006795
3300002701
3300003513
3300005573
3300005882
3300006482
3300005980
3300001592
3300001594
3300006671
3300000032
3300005405
3300006949
3300000494
3300005323
3300006081
3300000507
3300000558
3300006226
3300005860
3300005323
3300006972
3300005095
3300005782
2156126002
3300006667
3300007017
3300002733
3300005144
3300005079
3300006895
3300006418
3300006434
3300005860
3300006094
3300002703
3300002898
3300005882
3300001567
3300006083
3300006961
3300005665
3300006795
3300000507
3300005144
3300000568
3300005936
3300006669
3300005098
3300005665
3300002596
3300005145
3300005939
3300005323
3300006226
3300005745
3300005323
3300006660
3300006950
3300005079
3300006225
3300003859
3300005325
3300006092
3300006883
3300005100
3300001567
3300000568
3300005099
3300005144
3300005325
3300007017
3300006892
3300000568
3300005716
3300006226
3300000510
3300005405
3300001567
3300006517
3300005573
3300001592
3300005326
3300006482
3300004063
3300005098
3300005373
3300003858
3300006483
3300006517
3300006045
3300002703
3300006483
3300005082
3300000032
3300006661
2124908040
3300002695
3300005645
3300001761
3300005325
3300000568
3300001598
3300002703
3300006885
3300005326
3300001674
3300004628
3300006892
3300005095
3300007017
3300005723
3300005749
3300000568
3300007036
3300005325
3300004628
3300005261
3300006226
3300005323
3300006795
3300005098
2199034002
3300005804
2156126002
3300002856
3300006446
3300003998
3300000032
3300006517
3300002534
3300001592
3300005082
3300005882
3300006671
3300003889
3300005326
3300003535
3300001389
