#OTUID ID	taxonomy	Confidence
0282d16e88534a26b706a148b32271ab	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae	0.9905861670111098
0286cad17daaf7c8a31e00193a455069	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__C39;s__	0.989839869778481
0289d865728e8a44d4a9c9829c36917b	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.9982449634528618
028a0b2d18cf3ecade5cb0963de628f1	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales	0.9990946445004296
02904ae9d3d590e8ca190a9ee1a1b8e1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingoaurantiacus;s__	0.9999390866334003
02962dfab58af7d8200450087089f169	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales;g__Kapabacteriales;s__	0.999931266614203
02a23e24757e684ecc9c09a60764ab99	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.9999993661499705
02a7c6e27a171fee8f67226a15d994cf	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	0.7645965825796147
02aaeb9c1dac19173a4b3316c108c98a	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;s__	0.7308581205625734
02ad38cf5d295b0608959b6be8681ad3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__	0.876847662224745
02ad3bcdfbfe70b6cc27e6fef328db7d	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__uncultured;s__	0.9624043246779607
02b34fcec05638a8d57645c29dab3fd8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.9999889799593124
02b81059a2fcfdad0224a8d4f5e09544	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__	0.9999999999964047
02bc9469698e72b1ed27cee6378e8e5e	d__Bacteria;p__Sva0485;c__Sva0485;o__Sva0485;f__Sva0485;g__Sva0485;s__	0.7799795865038556
02bd681930c1ab9178c443ca28a9084d	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales	0.8902904410840478
